bv1,bv2,bv3,severity,label
5351.283162241309,5327.434340655049,5303.9597381379845,0.1,0
5351.283162241309,5313.662036376276,5276.980046090949,0.15,0
5351.283162241309,5330.078344016589,5309.64429791186,0.5,0
5351.283162241309,5324.275610147188,5298.499511731847,0.6,0
5351.283162241309,5318.362459092343,5287.241506655546,0.7,0
5351.283162241309,5312.620918216873,5276.413298456514,0.8,0
5351.283162241309,5298.864510131324,5248.27065900869,0.2,1
5351.283162241309,5283.050400582015,5217.94065200057,0.25,1
5351.283162241309,5266.255393506296,5186.557837389583,0.3,1
5351.283162241309,5338.09864646071,5325.228322543571,0.35,1
5351.283162241309,5229.997060839459,5119.449870843965,0.4,1
5351.283162241309,5307.350242619077,5266.580267405296,0.9,1
5351.283162241309,5302.831377483025,5258.189784278781,1.0,1
4331.541352927354,4321.655638078981,4311.854868567093,0.05,0
4331.541352927354,4310.226056391339,4289.2670209540065,0.1,0
4331.541352927354,4297.895896502513,4265.105815738536,0.15,0
4331.541352927354,4313.620240397405,4296.359117112708,0.5,0
4331.541352927354,4308.700216231953,4286.905738442099,0.6,0
4331.541352927354,4303.691010881385,4277.3690131757885,0.7,0
4331.541352927354,4298.832091129735,4268.20177074455,0.8,0
4331.541352927354,4284.661145997987,4239.411177921226,0.2,1
4331.541352927354,4270.534172035667,4212.277865022396,0.25,1
4331.541352927354,4255.546836661468,4183.817221188048,0.3,1
4331.541352927354,4320.4276132005425,4309.582839905938,0.35,1
4331.541352927354,4223.232997867499,4123.504467032838,0.4,1
4331.541352927354,4294.378480666796,4259.870063775969,0.9,1
4331.541352927354,4290.560142597753,4252.779866767052,1.0,1
6489.61328043363,6478.000301558898,6466.451627643505,0.05,0
6489.61328043363,6464.722383683739,6440.162766169659,0.1,0
6489.61328043363,6450.35814596374,6411.9441510080505,0.15,0
6489.61328043363,6467.335036781918,6445.891386958054,0.5,0
6489.61328043363,6461.218632448669,6434.163388932659,0.6,0
6489.61328043363,6454.966638669634,6422.293142871207,0.7,0
6489.61328043363,6448.878267696594,6410.845753658995,0.8,0
6489.61328043363,6434.893100302527,6381.820127058113,0.2,1
6489.61328043363,6418.330950646297,6349.855095077885,0.25,1
6489.61328043363,6400.697541939861,6316.159394713194,0.3,1
6489.61328043363,6475.758312692831,6462.233137802057,0.35,1
6489.61328043363,6362.453854756039,6244.274753856352,0.4,1
6489.61328043363,6443.276970899195,6400.410031304335,0.9,1
6489.61328043363,6438.458784982778,6391.505441760231,1.0,1
3566.9461086766673,3557.8709177172586,3548.8779088094566,0.05,0
3566.9461086766673,3547.2393740255498,3527.8839899682916,0.1,0
3566.9461086766673,3535.7891932583652,3505.457260890426,0.15,0
3566.9461086766673,3550.432761200676,3534.498899821574,0.5,0
3566.9461086766673,3545.8848072582005,3525.7345604356383,0.6,0
3566.9461086766673,3541.264106392863,3516.89852168763,0.7,0
3566.9461086766673,3536.7912730310945,3508.424035482071,0.8,0
3566.9461086766673,3523.5211719400827,3481.6815553018223,0.2,1
3566.9461086766673,3510.45100110764,3456.647860398211,0.25,1
3566.9461086766673,3496.6177025838415,3430.4113331332674,0.3,1
3566.9461086766673,3556.741061416706,3546.773093948653,0.35,1
3566.9461086766673,3466.918103545152,3376.087132691573,0.4,1
3566.9461086766673,3532.6990215301803,3500.730343342857,0.9,1
3566.9461086766673,3529.1936078586805,3494.190435616949,1.0,1
4445.448884511384,4435.4502084955375,4425.521556312743,0.05,0
4445.448884511384,4423.857545820122,4402.594410328407,0.1,0
4445.448884511384,4411.352859867194,4378.072485817981,0.15,0
4445.448884511384,4426.253712728788,4407.738442612922,0.5,0
4445.448884511384,4420.993030155928,4397.619642430965,0.6,0
4445.448884511384,4415.639852972879,4387.415402452501,0.7,0
4445.448884511384,4410.44997539668,4377.610048859608,0.8,0
4445.448884511384,4397.932406254337,4351.996834278783,0.2,1
4445.448884511384,4383.609075434832,4324.444447741683,0.25,1
4445.448884511384,4368.415542433555,4295.532489348781,0.3,1
4445.448884511384,4433.53712581495,4421.899283449614,0.35,1
4445.448884511384,4335.664569968396,4234.384414882404,0.4,1
4445.448884511384,4405.695286396855,4368.701375125399,0.9,1
4445.448884511384,4401.620503257982,4361.122408834644,1.0,1
3756.2782883518908,3746.3472546659746,3736.511397948124,0.05,0
3756.2782883518908,3734.8811234111326,3713.870942387205,0.1,0
3756.2782883518908,3722.5342233449974,3689.7340486357584,0.15,0
3756.2782883518908,3738.4099758413013,3721.1778615094113,0.5,0
3756.2782883518908,3733.5297455253985,3711.7639671947995,0.6,0
3756.2782883518908,3728.572673818877,3702.310055618418,0.7,0
3756.2782883518908,3723.770975956641,3693.241962814614,0.8,0
3756.2782883518908,3709.3055779933347,3664.158062573044,0.2,1
3756.2782883518908,3695.224058704559,3637.231449276287,0.25,1
3756.2782883518908,3680.329051243239,3608.9853580351596,0.3,1
3756.2782883518908,3745.1811337756403,3734.347825308212,0.35,1
3756.2782883518908,3648.332448294321,3550.8482071853696,0.4,1
3756.2782883518908,3719.3772639971335,3684.9750306265096,0.9,1
3756.2782883518908,3715.621668607204,3677.9641313515194,1.0,1
4893.774438916455,4883.4944169738465,4873.291008179466,0.05,0
4893.774438916455,4871.728984310439,4850.047093889432,0.1,0
4893.774438916455,4859.024190079461,4825.145158374748,0.15,0
4893.774438916455,4874.169084902887,4855.306446235428,0.5,0
4893.774438916455,4868.821677059885,4845.043292575165,0.6,0
4893.774438916455,4863.374682985275,4834.683451579228,0.7,0
4893.774438916455,4858.088587920711,4824.714433880438,0.8,0
4893.774438916455,4845.372921551607,4798.626455918279,0.2,1
4893.774438916455,4830.784687697782,4770.593659386455,0.25,1
4893.774438916455,4815.2889306866045,4741.150087348654,0.3,1
4893.774438916455,4881.563453016158,4869.650438493192,0.35,1
4893.774438916455,4781.8084503127075,4679.241181587243,0.4,1
4893.774438916455,4853.241293339817,4815.656477186233,0.9,1
4893.774438916455,4849.083825791919,4807.948094363411,1.0,1
4333.8542789810335,4323.613382911161,4313.531267640473,0.05,0
4333.8542789810335,4311.6736628789,4289.988681587866,0.1,0
4333.8542789810335,4298.805022355855,4264.845387261932,0.15,0
4333.8542789810335,4315.313638979127,4297.451847831578,0.5,0
4333.8542789810335,4310.198471868299,4287.603211158264,0.6,0
4333.8542789810335,4304.990929441447,4277.6606952169,0.7,0
4333.8542789810335,4299.93967929854,4268.09608176318,0.8,0
4333.8542789810335,4285.005862693631,4238.136616472665,0.2,1
4333.8542789810335,4270.291795953994,4209.945355283947,0.25,1
4333.8542789810335,4254.698772099876,4180.312147671668,0.3,1
4333.8542789810335,4322.392061019382,4311.252177390245,0.35,1
4333.8542789810335,4221.138094859299,4117.863640754853,0.4,1
4333.8542789810335,4295.309588347223,4259.396493480603,0.9,1
4333.8542789810335,4291.339619996584,4251.98782698982,1.0,1
3759.5535111447884,3749.9044338945005,3740.322963836566,0.05,0
3759.5535111447884,3738.646937788125,3718.0635402418347,0.1,0
3759.5535111447884,3726.5213800497427,3694.295962291696,0.15,0
3759.5535111447884,3742.0564231999147,3725.1429107549684,0.5,0
3759.5535111447884,3737.240568856258,3715.859974816981,0.6,0
3759.5535111447884,3732.3442550172986,3706.5028191886545,0.7,0
3759.5535111447884,3727.6012885780397,3697.5154059189945,0.8,0
3759.5535111447884,3713.52831846946,3669.069112385163,0.2,1
3759.5535111447884,3699.684772708757,3642.467158496648,0.25,1
3759.5535111447884,3685.0271241176183,3614.6124094723696,0.3,1
3759.5535111447884,3748.730874672189,3738.140841806812,0.35,1
3759.5535111447884,3653.527082844464,3555.9040117701334,0.4,1
3759.5535111447884,3723.2594122244814,3689.3532738051713,0.9,1
3759.5535111447884,3719.54093022462,3682.4119857904593,1.0,1
5350.354720518669,5339.972566483991,5329.661795095226,0.05,0
5350.354720518669,5328.025029718543,5306.026817102212,0.1,0
5350.354720518669,5315.113692138356,5280.740236860523,0.15,0
5350.354720518669,5330.477221744734,5311.357389131474,0.5,0
5350.354720518669,5325.025035359048,5300.9084750517395,0.6,0
5350.354720518669,5319.463855503087,5290.347342212479,0.7,0
5350.354720518669,5314.059755330635,5280.175074552548,0.8,0
5350.354720518669,5301.2289065229525,5253.73811196822,0.2,1
5350.354720518669,5286.377698999235,5225.15704405775,0.25,1
5350.354720518669,5270.587213472435,5195.08547135428,0.3,1
5350.354720518669,5338.004541868629,5325.957617606761,0.35,1
5350.354720518669,5236.416559007663,5131.74159663948,0.4,1
5350.354720518669,5309.098033717739,5270.91125167555,0.9,1
5350.354720518669,5304.83769618763,5263.022671352175,1.0,1
5488.268881622893,5477.934831613265,5467.685898143778,0.05,0
5488.268881622893,5465.979240987795,5444.0455799346355,0.1,0
5488.268881622893,5453.054047487419,5418.693013186411,0.15,0
5488.268881622893,5469.490468209662,5451.4628998051,0.5,0
5488.268881622893,5464.298526262102,5441.519847405418,0.6,0
5488.268881622893,5458.994825272902,5431.463339507442,0.7,0
5488.268881622893,5453.833221829505,5421.771935198694,0.8,0
5488.268881622893,5439.148331039386,5391.655433682489,0.2,1
5488.268881622893,5424.267747085738,5362.996406584693,0.25,1
5488.268881622893,5408.438015569982,5332.864309356082,0.3,1
5488.268881622893,5476.645801363141,5465.3291025020635,0.35,1
5488.268881622893,5374.154220932407,5268.882252755154,0.4,1
5488.268881622893,5449.087462633737,5412.9429182899985,0.9,1
5488.268881622893,5445.007464970156,5405.413776432952,1.0,1
5579.665579238858,5568.156019208662,5556.715480296466,0.05,0
5579.665579238858,5554.938909068485,5530.557601968219,0.1,0
5579.665579238858,5540.664443730425,5502.536703315676,0.15,0
5579.665579238858,5557.618432292153,5536.355848947464,0.5,0
5579.665579238858,5551.578884044552,5524.746095991021,0.6,0
5579.665579238858,5545.41951386797,5513.014744446933,0.7,0
5579.665579238858,5539.434864840039,5501.719515196061,0.8,0
5579.665579238858,5525.324111177607,5472.68994756291,0.2,1
5579.665579238858,5508.928023224027,5441.095028000488,0.25,1
5579.665579238858,5491.508651505273,5407.875454882878,0.3,1
5579.665579238858,5565.958365838102,5552.564479054269,0.35,1
5579.665579238858,5453.86262482476,5337.319787309989,0.4,1
5579.665579238858,5533.940641192663,5491.43800302618,0.9,1
5579.665579238858,5529.223384058061,5482.676623920041,1.0,1
3372.2992127661023,3362.275153721471,3352.3389103634577,0.05,0
3372.2992127661023,3350.72652477706,3329.538850934192,0.1,0
3372.2992127661023,3338.3078318136463,3305.251200946028,0.15,0
3372.2992127661023,3354.296920020506,3336.8906056959645,0.5,0
3372.2992127661023,3349.399076746531,3327.440792481104,0.6,0
3372.2992127661023,3344.431107282288,3317.9301093508952,0.7,0
3372.2992127661023,3339.629907505051,3308.812255403343,0.8,0
3372.2992127661023,3325.0237426451918,3279.518151249524,0.2,1
3372.2992127661023,3310.8979850493215,3252.441135275987,0.25,1
3372.2992127661023,3295.975595111388,3224.1613885300194,0.3,1
3372.2992127661023,3361.103996325069,3350.1535189983842,0.35,1
3372.2992127661023,3264.015528475106,3164.73401565437,0.4,1
3372.2992127661023,3335.243001373401,3300.5435236625435,0.9,1
3372.2992127661023,3331.4941948883256,3293.525571887162,1.0,1
5574.429424750527,5563.683044076973,5553.012706282883,0.05,0
5574.429424750527,5551.442939516841,5528.797458464711,0.1,0
5574.429424750527,5538.207444059715,5502.840662587367,0.15,0
5574.429424750527,5553.905728170391,5534.166362931828,0.5,0
5574.429424750527,5548.301574665133,5523.427471445003,0.6,0
5574.429424750527,5542.583480539475,5512.575313348546,0.7,0
5574.429424750527,5537.025069381032,5502.127617335344,0.8,0
5574.429424750527,5523.968987715988,5475.161832553376,0.2,1
5574.429424750527,5508.73360435745,5445.846422341492,0.25,1
5574.429424750527,5492.527883682445,5414.954556764212,0.3,1
5574.429424750527,5561.639781939713,5549.162509996937,0.35,1
5574.429424750527,5457.450676610354,5349.181056075276,0.4,1
5574.429424750527,5531.920099537405,5492.616529867226,0.9,1
5574.429424750527,5527.535579360381,5484.513850840948,1.0,1
3376.830301996578,3366.9469500885625,3357.140476233723,0.05,0
3376.830301996578,3355.4395613126408,3334.3998761394437,0.1,0
3376.830301996578,3343.067874090806,3310.1765550104274,0.15,0
3376.830301996578,3359.0093674880645,3341.7552406868085,0.5,0
3376.830301996578,3354.128888520582,3332.3308448448042,0.6,0
3376.830301996578,3349.177283956314,3322.8471456899715,0.7,0
3376.830301996578,3344.390667398011,3313.7396302193038,0.8,0
3376.830301996578,3329.8378339041046,3284.612442991379,0.2,1
3376.830301996578,3315.7725642078726,3257.795068481779,0.25,1
3376.830301996578,3300.9151177578997,3229.7773604018817,0.3,1
3376.830301996578,3365.790353562042,3354.9776983023635,0.35,1
3376.830301996578,3269.1092684900705,3171.158894299982,0.4,1
3376.830301996578,3340.0172877076125,3305.489179679574,0.9,1
3376.830301996578,3336.2781800135363,3298.479347778503,1.0,1
4215.2631696473245,4204.096322940868,4193.011558861259,0.05,0
4215.2631696473245,4191.315717977466,4167.7507325424685,0.1,0
4215.2631696473245,4177.553163343493,4140.785809441285,0.15,0
4215.2631696473245,4194.0719525383665,4173.578936021892,0.5,0
4215.2631696473245,4188.325232744562,4162.499499164591,0.6,0
4215.2631696473245,4182.489116207456,4151.3428070874925,0.7,0
4215.2631696473245,4176.842110153102,4140.637744994401,0.8,0
4215.2631696473245,4162.810133955451,4112.188445751965,0.2,1
4215.2631696473245,4147.106853068814,4082.062042749525,0.25,1
4215.2631696473245,4130.485552222301,4050.516084917129,0.3,1
4215.2631696473245,4202.047234079,4189.110977308077,0.35,1
4215.2631696473245,4094.784866027868,3983.9661041918234,0.4,1
4215.2631696473245,4171.678075142296,4130.924729740527,0.9,1
4215.2631696473245,4167.259579716828,4122.66570206302,1.0,1
3566.486368648466,3557.105490472777,3547.974056576421,0.05,0
3566.486368648466,3546.165476085154,3526.501622807762,0.1,0
3566.486368648466,3534.383225580181,3503.563159956695,0.15,0
3566.486368648466,3549.5039305424457,3533.3687697270607,0.5,0
3566.486368648466,3544.838187125783,3524.4295079119984,0.6,0
3566.486368648466,3540.09808688279,3515.421898360329,0.7,0
3566.486368648466,3535.5098796437114,3506.769649633674,0.8,0
3566.486368648466,3521.7658676088513,3479.2467823509655,0.2,1
3566.486368648466,3508.3287045552206,3453.5428411099747,0.25,1
3566.486368648466,3494.105050728702,3426.304956257549,0.3,1
3566.486368648466,3555.9795464133417,3545.907276278458,0.35,1
3566.486368648466,3463.565382323953,3368.7693133690873,0.4,1
3566.486368648466,3531.312622698422,3498.906939673956,0.9,1
3566.486368648466,3527.7202199256144,3492.211149315483,1.0,1
4892.924115553535,4883.00558446499,4873.169669612073,0.05,0
4892.924115553535,4871.647236372091,4850.712383276107,0.1,0
4892.924115553535,4859.37655162027,4826.649938583663,0.15,0
4892.924115553535,4873.962739709373,4855.730283703758,0.5,0
4892.924115553535,4868.783774585782,4845.798469449523,0.6,0
4892.924115553535,4863.50533587504,4835.772895047072,0.7,0
4892.924115553535,4858.379915250036,4826.129885021387,0.8,0
4892.924115553535,4846.185322333563,4801.012956207289,0.2,1
4892.924115553535,4832.081273687388,4773.897009725252,0.25,1
4892.924115553535,4817.091306181466,4745.396010083924,0.3,1
4892.924115553535,4881.119317898333,4869.612987199053,0.35,1
4892.924115553535,4784.675329510639,4684.879295961719,0.4,1
4892.924115553535,4853.677462534326,4817.36079897456,0.9,1
4892.924115553535,4849.642337420224,4809.8946702754765,1.0,1
3948.899998493459,3939.029568746687,3929.2392007185854,0.05,0
3948.899998493459,3927.5808597993187,3906.6127450061012,0.1,0
3948.899998493459,3915.2465993150213,3882.4438934093105,0.15,0
3948.899998493459,3931.0063303779957,3913.736159176798,0.5,0
3948.899998493459,3926.0989687279352,3904.2867868684757,0.6,0
3948.899998493459,3921.1094052511216,3894.7628759617014,0.7,0
3948.899998493459,3916.2759572987443,3885.616288191988,0.8,0
3948.899998493459,3902.024101308732,3856.7782147330195,0.2,1
3948.899998493459,3887.929400715223,3829.6987583421237,0.25,1
3948.899998493459,3872.9981983886205,3801.3282338322683,0.3,1
3948.899998493459,3937.8097545392047,3926.971313257339,0.35,1
3948.899998493459,3840.883208005381,3741.415453398245,0.4,1
3948.899998493459,3911.851165344049,3877.3104679078547,0.9,1
3948.899998493459,3908.0616402818537,3870.247654002782,1.0,1
5810.097997501843,5799.6025397624,5789.174964651758,0.05,0
5810.097997501843,5787.44488776657,5765.117019497993,0.1,0
5810.097997501843,5774.298778881522,5739.347385364459,0.15,0
5810.097997501843,5789.913743085121,5770.504589699149,0.5,0
5810.097997501843,5784.343995405164,5759.828432355281,0.6,0
5810.097997501843,5778.655809037663,5749.038348054137,0.7,0
5810.097997501843,5773.121400688061,5738.631543473587,0.8,0
5810.097997501843,5760.152491591458,5711.838435923122,0.2,1
5810.097997501843,5745.01110218523,5682.6495474714675,0.25,1
5810.097997501843,5728.900051594495,5651.919185602116,0.3,1
5810.097997501843,5797.592108784769,5785.395784206024,0.35,1
5810.097997501843,5693.992982117916,5586.968387901963,0.4,1
5810.097997501843,5768.034043409622,5729.148687191473,0.9,1
5810.097997501843,5763.661244107375,5721.0546032851635,1.0,1
4141.7649637978075,4131.432576895538,4121.192701056422,0.05,0
4141.7649637978075,4119.4467699741235,4097.518651153077,0.1,0
4141.7649637978075,4106.533637858065,4072.2746377430403,0.15,0
4141.7649637978075,4123.086538632857,4105.0652937000405,0.5,0
4141.7649637978075,4117.961407251708,4095.1883976720405,0.6,0
4141.7649637978075,4112.749035835746,4085.2462960672606,0.7,0
4141.7649637978075,4107.696507165733,4075.6750871921186,0.8,0
4141.7649637978075,4092.691834775636,4045.497194684736,0.2,1
4141.7649637978075,4077.94581253263,4017.2699793953075,0.25,1
4141.7649637978075,4062.3358702298924,3988.5039789708053,0.3,1
4141.7649637978075,4130.189052239792,4118.882659040974,0.35,1
4141.7649637978075,4028.776825107703,3926.4875258256425,0.4,1
4141.7649637978075,4103.069334863128,4067.0110517462876,0.9,1
4141.7649637978075,4099.107817158776,4059.636909899565,1.0,1
4670.000132839008,4658.8012956534085,4647.678956759752,0.05,0
4670.000132839008,4645.936836387014,4622.234803304382,0.1,0
4670.000132839008,4632.067900415492,4595.035256810471,0.15,0
4670.000132839008,4648.604164713034,4627.916670318956,0.5,0
4670.000132839008,4642.772132373262,4616.677010119849,0.6,0
4670.000132839008,4636.839634651368,4605.3424175799255,0.7,0
4670.000132839008,4631.090024761694,4594.450876277545,0.8,0
4670.000132839008,4617.192138401104,4566.129157943782,0.2,1
4670.000132839008,4601.325789760442,4535.605354989559,0.25,1
4670.000132839008,4584.507106457669,4503.597239373015,0.3,1
4670.000132839008,4656.6820913776555,4643.6460601491,0.35,1
4670.000132839008,4548.294196497621,4435.900701986269,0.4,1
4670.000132839008,4625.824121239598,4584.555335215606,0.9,1
4670.000132839008,4621.425159765428,4576.298718964287,1.0,1
3949.412267828681,3939.7126346572204,3930.0879600538383,0.05,0
3949.412267828681,3928.4308951694243,3907.786353020697,0.1,0
3949.412267828681,3916.271800917082,3883.9571487787994,0.15,0
3949.412267828681,3931.790518143457,3914.7803188479857,0.5,0
3949.412267828681,3926.945847323085,3905.453079812525,0.6,0
3949.412267828681,3922.0182359316354,3896.0493612839564,0.7,0
3949.412267828681,3917.243082920696,3887.015422334787,0.8,0
3949.412267828681,3903.23415516998,3858.6456770043014,0.2,1
3949.412267828681,3889.3331347820044,3831.932479429642,0.25,1
3949.412267828681,3874.6032632359675,3803.936115145145,0.3,1
3949.412267828681,3938.501589470945,3927.8371205841704,0.35,1
3949.412267828681,3842.907651977963,3744.840541991797,0.4,1
3949.412267828681,3912.8701767850503,3878.809504628231,0.9,1
3949.412267828681,3909.1239662502953,3871.8298311287012,1.0,1
5809.717232889716,5798.96033435371,5788.269060260488,0.05,0
5809.717232889716,5786.515354270632,5763.638872622082,0.1,0
5809.717232889716,5773.061001927299,5737.221721868894,0.15,0
5809.717232889716,5788.990306807647,5769.0264321975865,0.5,0
5809.717232889716,5783.276032847025,5758.058008248219,0.6,0
5809.717232889716,5777.440831927566,5746.964339320408,0.7,0
5809.717232889716,5771.763900224739,5736.273247199964,0.8,0
5809.717232889716,5758.585876936719,5709.045156380712,0.2,1
5809.717232889716,5743.095824086322,5679.174490432549,0.25,1
5809.717232889716,5726.617564172768,5647.718106334188,0.3,1
5809.717232889716,5796.868930498315,5784.32262097092,0.35,1
5809.717232889716,5690.928408514474,5580.721269657494,0.4,1
5809.717232889716,5766.545936068265,5726.533266273046,0.9,1
5809.717232889716,5762.061149833168,5718.2270506279265,1.0,1
3755.6832651770746,3745.860890390827,3736.181354325407,0.05,0
3755.6832651770746,3734.447541225669,3713.677426161182,0.1,0
3755.6832651770746,3722.1599018887405,3689.6774763015815,0.15,0
3755.6832651770746,3737.9641486393716,3720.8690093018704,0.5,0
3755.6832651770746,3733.100925633611,3711.4972546541994,0.6,0
3755.6832651770746,3728.1581559088772,3702.050414395969,0.7,0
3755.6832651770746,3723.3716511755174,3692.976185887394,0.8,0
3755.6832651770746,3708.999628348147,3664.2215811161914,0.2,1
3755.6832651770746,3694.9850335441834,3637.3965737251115,0.25,1
3755.6832651770746,3680.1539551540727,3609.28189467018,0.3,1
3755.6832651770746,3744.7073143256166,3734.006133740332,0.35,1
3755.6832651770746,3648.306230646169,3550.103007059513,0.4,1
3755.6832651770746,3718.9910262271696,3684.7342014213045,0.9,1
3755.6832651770746,3715.240088707765,3677.723947508525,1.0,1
